SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,IsLuxury
1218.66,1.750772742,3,471.09,11.66,6.94,33.56,5.66,89.23,1.45,6.95,3.95,4.46,1
1542.53,1.0,4,462.3,31.22,6.89,7.38,27.23,92.89,1.75,4.04,6.43,10.0,0
550.0,2.128441855,3,242.04,55.31,2.58,49.47,16.98,90.5,1.59,1.55,0.03,5.25,0
734.98,1.431686906,3,349.9,3.66,5.17,59.1,48.91,95.18,1.25,3.51,3.76,3.79,0
1510.98,3.648088561,2,440.43,24.34,8.93,20.07,25.71,86.48,1.47,6.08,7.38,5.55,0
638.38,1.465766762,4,710.83,46.29,10.0,101.86,1.33,95.93,1.59,8.61,6.79,6.33,1
1339.34,1.392536058,5,508.8,41.49,8.1,5.21,18.88,99.9,0.59,4.15,8.69,4.71,1
873.98,1.737910601,4,778.0,17.31,5.49,4.73,1.78,96.91,0.74,7.51,8.89,10.0,1
1302.97,3.297728932,4,786.75,47.03,10.0,56.11,39.79,93.63,1.06,7.81,7.52,4.93,1
550.0,2.027972213,3,586.28,15.64,3.98,75.75,12.25,90.21,1.32,1.99,8.58,7.41,0
1126.81,1.966727394,2,572.81,8.75,5.07,116.33,1.9,88.63,1.45,2.09,1.39,4.78,0
1085.16,1.07242002,3,483.46,69.14,3.71,14.44,46.72,99.9,1.41,7.24,5.65,6.09,0
550.0,3.892309746,1,714.65,32.36,3.52,14.14,17.34,95.25,1.88,5.12,5.66,7.35,0
1370.88,4.521212684,4,970.89,28.58,8.99,30.69,2.84,90.59,1.94,4.23,3.01,4.95,1
1559.54,3.56385899,3,556.99,41.23,7.81,76.91,16.29,93.74,1.92,7.17,7.43,4.08,1
1312.45,1.133917508,2,254.48,74.74,5.62,52.27,33.63,86.17,2.38,4.56,5.98,6.43,0
550.0,1.96218746,1,557.55,46.88,6.18,19.87,2.11,94.17,1.19,2.74,3.11,6.41,0
654.07,1.827370422,3,1022.08,8.29,8.23,7.47,17.13,93.64,1.43,3.81,3.1,5.96,0
550.0,2.589423644,4,453.68,64.03,5.18,33.29,21.01,92.04,0.99,4.22,6.28,6.06,0
1726.85,2.419151566,3,823.07,14.61,5.2,84.65,4.86,90.95,0.7,4.6,10.0,5.29,1
846.7,2.884682959,1,519.02,13.62,6.7,10.97,39.44,99.9,1.0,4.46,6.19,5.83,0
1344.58,3.096885471,4,498.07,74.67,7.65,73.69,4.62,89.34,1.12,2.54,7.43,5.34,1
1008.55,2.772114469,3,1086.36,28.31,10.0,26.7,25.04,97.78,1.38,7.52,8.14,7.71,0
1161.97,3.838743213,1,777.01,43.2,4.93,0.09,10.22,91.53,2.16,4.53,5.68,4.64,0
779.94,1.074969374,4,66.42,34.3,6.4,12.91,1.4,90.36,1.62,1.66,9.05,6.28,0
1465.72,1.344945866,3,310.21,18.56,7.39,9.88,15.79,99.13,1.31,9.01,10.0,9.08,1
1219.17,2.918136667,4,635.43,3.8,8.49,74.06,15.09,94.42,1.48,5.65,5.24,5.96,1
1152.58,1.0,3,103.59,8.14,6.79,47.04,26.22,98.84,1.35,5.79,10.0,7.58,0
1176.06,1.486825011,4,509.53,40.06,8.16,3.51,16.47,97.78,1.61,4.9,1.94,2.38,1
550.0,1.931124937,2,902.1,39.23,1.79,60.25,44.37,92.14,3.19,2.42,3.63,5.33,0
760.38,2.082660511,2,412.28,18.79,5.64,52.42,13.73,92.11,1.43,4.36,7.59,4.95,0
945.19,1.0,4,266.94,7.87,6.99,32.67,15.37,97.37,0.96,5.1,8.95,7.42,1
827.25,1.034618239,3,361.58,2.52,7.04,32.58,15.91,95.96,1.86,5.54,3.41,3.77,0
1571.91,1.0,2,151.85,17.47,5.02,80.12,8.04,93.43,1.36,4.54,0.68,3.85,0
1083.87,3.084012401,2,156.66,25.99,9.39,27.67,17.99,95.43,0.91,7.3,5.83,6.74,0
550.0,2.954282862,2,752.61,25.2,2.56,45.4,8.39,91.15,1.63,2.34,0.64,3.06,0
550.0,1.553242083,2,105.42,68.27,7.0,7.29,17.34,95.93,0.06,4.06,4.95,4.7,0
1176.46,2.072439302,4,660.02,26.29,8.32,40.96,29.55,93.88,1.68,5.79,5.44,5.82,1
667.13,4.119081613,2,504.07,37.99,9.07,2.52,1.56,96.89,1.1,4.26,5.48,8.55,1
759.0,2.729982972,3,175.26,17.94,3.38,94.97,25.87,97.11,1.72,1.2,6.86,7.9,0
635.14,1.095115158,2,348.47,34.49,8.26,4.91,23.88,96.15,1.37,5.7,1.54,6.18,0
986.24,1.0,2,267.45,25.64,6.96,20.48,46.58,88.86,1.44,2.81,9.92,7.84,0
1092.04,1.879104679,2,898.47,36.76,8.84,12.11,14.94,99.43,1.36,5.72,3.93,5.57,0
550.0,1.0,4,315.49,15.63,9.9,50.46,20.44,92.32,1.72,6.54,4.72,5.81,0
876.31,2.557324273,3,600.38,30.62,7.42,0.85,19.86,88.77,1.44,6.58,9.46,9.35,0
1529.31,3.16349836,3,762.56,32.5,6.2,51.03,11.26,99.9,1.83,3.75,6.53,5.89,1
550.0,1.748900641,4,834.41,35.69,4.19,14.31,9.29,99.9,1.42,4.12,4.94,4.69,1
1689.64,3.5324845,2,417.65,14.38,8.21,79.72,33.86,99.77,0.77,6.98,7.91,6.17,1
655.08,1.751821196,3,1017.17,28.09,1.82,76.75,23.39,93.49,1.02,2.29,6.61,6.3,0
941.5,1.0,3,530.29,45.58,7.11,26.1,14.93,97.66,1.59,5.54,5.2,8.01,0
550.0,1.67259001,2,611.84,41.47,1.55,12.66,49.41,96.18,1.15,3.39,5.65,5.16,1
1038.3,2.141006919,4,1066.03,75.45,6.93,133.01,6.54,96.24,1.43,3.69,7.56,4.96,1
2170.86,4.104887589,6,929.36,0.92,10.0,30.47,1.79,94.86,0.94,8.34,4.56,7.42,1
1236.22,1.037153113,3,343.81,35.03,6.89,34.73,2.4,98.36,0.91,7.7,5.57,8.43,0
1419.79,1.217234149,2,630.85,52.85,5.68,97.86,45.97,91.88,1.2,3.8,5.25,7.39,0
763.62,1.0,2,307.43,25.33,4.21,49.32,34.84,93.57,1.37,1.19,6.99,6.09,0
942.63,1.286907664,3,166.58,32.47,9.31,28.16,7.47,90.82,1.38,5.08,10.0,9.19,0
596.69,1.0,2,510.99,31.65,5.54,21.49,2.21,99.9,0.82,1.77,9.02,7.14,0
757.1,1.009629637,1,427.77,48.71,3.99,86.65,21.27,91.54,1.43,3.9,5.3,3.91,0
799.4,1.624150563,3,458.46,0.65,6.07,81.22,23.08,92.83,0.57,2.7,7.0,5.91,0
550.0,1.082281672,2,508.93,56.96,5.59,54.31,13.85,99.9,2.58,3.8,0.79,5.12,0
622.97,4.010238832,3,1043.84,26.91,7.63,27.37,8.27,94.29,0.79,3.85,2.24,5.26,1
1179.73,1.039557475,4,467.63,42.83,7.77,73.36,33.76,84.04,1.39,3.49,8.05,6.17,1
550.0,1.457079367,4,213.87,20.44,5.62,25.98,3.98,98.67,1.47,3.81,10.0,4.96,0
599.91,1.907610397,1,554.94,67.95,6.74,46.38,15.9,98.01,1.96,6.25,4.63,5.17,0
1545.95,2.142643009,5,573.53,35.09,10.0,66.75,10.25,94.91,1.9,8.18,6.51,3.92,1
2080.79,2.726898475,3,670.35,5.92,10.0,41.65,52.51,99.14,1.25,7.75,9.4,8.59,0
825.43,1.436465832,2,452.41,80.57,7.29,97.62,11.27,87.45,2.44,4.89,4.57,6.4,0
1818.45,1.906214871,3,785.4,25.93,6.38,60.21,38.22,86.66,1.9,7.01,4.6,6.02,1
1620.01,3.006513094,4,891.11,35.77,9.78,63.92,5.63,94.89,0.79,7.77,5.02,4.67,1
804.51,1.759757386,3,29.88,61.67,8.55,84.74,13.14,99.52,1.98,5.44,6.9,3.83,0
1094.72,1.379770353,5,798.38,27.04,3.36,36.74,28.39,87.25,1.86,3.05,0.3,4.88,0
808.35,3.343907539,4,835.73,45.25,6.86,43.08,22.99,99.9,0.92,7.53,8.18,5.01,1
550.0,3.748236326,4,575.71,23.91,8.05,7.52,10.24,86.52,0.93,5.33,6.54,5.44,1
984.01,2.457805113,2,671.11,24.57,8.52,1.37,4.94,95.48,0.86,3.14,5.21,7.07,0
1743.94,3.646045235,3,383.02,40.36,6.4,96.3,11.18,93.29,2.05,6.1,8.49,5.4,0
550.0,2.322188274,2,406.06,28.88,5.19,54.2,20.71,96.16,1.3,3.94,4.65,2.85,0
1001.9,3.649819206,4,600.67,27.83,6.72,109.23,41.57,89.18,1.52,6.41,10.0,8.87,1
701.55,3.072413326,4,1113.83,43.68,9.02,11.83,3.95,98.21,1.28,4.7,3.89,5.66,1
1877.12,3.507405742,3,301.79,38.96,7.99,62.96,9.97,86.24,1.02,5.86,8.07,6.94,0
682.98,2.783761966,3,1013.88,33.14,6.62,72.61,5.57,89.49,1.29,5.18,8.5,7.57,0
933.03,2.434491751,3,755.42,20.38,7.89,12.87,9.0,90.85,1.69,1.41,2.76,5.98,1
550.0,3.258431022,3,516.81,47.88,6.44,90.79,5.09,88.33,1.35,5.57,8.66,6.41,0
1230.69,1.099097782,4,311.8,43.25,6.06,117.42,5.49,99.9,2.74,9.34,7.12,8.35,1
550.0,1.304912148,2,241.47,73.02,5.1,39.74,30.08,92.51,1.29,3.39,10.0,6.7,0
1006.58,1.0,2,767.78,12.09,3.26,91.85,58.91,87.91,1.26,5.47,5.28,2.77,0
1056.57,1.833807147,2,567.28,47.38,5.64,13.04,21.25,95.19,0.92,6.16,6.62,6.78,1
550.0,1.298273291,2,1082.84,16.95,8.01,57.15,30.86,94.33,2.49,2.45,1.42,0.88,1
550.0,2.008523075,3,32.97,31.38,6.26,87.38,21.07,88.69,2.25,4.8,0.04,3.74,0
1341.66,2.27025133,3,369.36,42.78,7.67,14.17,11.28,99.9,1.13,5.09,2.94,5.55,0
713.54,1.80045629,3,459.13,53.52,5.63,129.98,48.16,87.51,1.29,5.63,0.56,5.77,0
1084.97,3.78236873,2,730.03,58.38,5.88,61.15,26.1,94.97,1.17,5.55,7.27,5.28,1
639.35,3.465570402,4,855.37,48.65,6.64,55.47,32.34,99.9,1.66,4.55,5.23,5.39,1
1325.14,1.380066668,4,176.86,51.31,7.01,5.75,2.39,86.76,1.35,6.73,8.56,6.53,1
911.89,2.303284757,2,227.28,32.68,5.61,63.38,26.16,87.6,0.69,3.49,5.72,5.02,1
1920.34,1.151180693,3,972.2,35.77,10.0,21.24,15.79,98.4,1.77,6.96,5.57,6.99,1
2240.4,4.125460955,2,725.03,56.42,8.3,46.22,13.61,90.35,1.2,5.76,9.54,9.84,1
764.52,4.768663768,3,386.47,31.95,7.26,0.38,11.08,89.11,0.39,5.3,0.22,5.72,0
675.76,1.403429591,3,618.96,18.34,5.91,25.41,23.73,93.46,1.79,3.58,5.29,4.97,0
988.14,1.0,2,377.72,32.52,6.95,41.47,27.49,92.82,2.01,3.84,7.71,4.45,0
550.0,1.588792207,5,15.09,2.77,8.07,54.53,48.62,97.83,1.34,4.06,5.45,7.59,0
978.14,2.166684985,4,909.83,14.87,2.46,24.74,7.71,99.9,1.81,5.3,5.89,6.82,1
1255.65,1.507230444,2,711.58,50.2,6.46,46.23,19.13,98.97,1.74,5.65,5.24,5.66,0
1376.39,2.52478436,3,36.68,9.16,8.23,88.25,22.47,92.34,0.95,7.04,6.29,4.41,1
1284.14,4.558352982,3,26.05,10.11,8.34,98.38,15.23,93.39,1.95,5.42,0.13,5.18,0
1573.68,2.86077953,2,603.98,37.57,8.39,25.43,1.03,92.26,1.85,5.11,9.21,3.54,1
707.95,4.077449113,2,1040.66,10.21,10.0,15.09,43.84,99.9,1.38,6.47,10.0,6.18,1
876.96,1.246121341,1,69.8,48.48,4.92,119.1,58.1,96.39,1.61,3.11,6.7,7.35,0
1415.76,2.421315332,4,880.55,7.43,8.79,117.42,15.96,96.15,1.1,5.36,6.17,7.57,1
550.0,3.206384749,3,1080.29,28.46,5.88,59.29,19.83,91.14,1.38,5.04,8.56,5.38,1
1003.08,3.206456064,3,553.67,38.64,7.21,100.78,20.91,96.32,2.08,5.66,6.35,6.69,1
1823.78,3.155990729,3,536.54,26.43,6.2,65.8,18.41,92.69,1.74,4.8,10.0,6.22,1
968.74,2.406639445,2,349.9,1.9,5.84,90.61,22.42,98.2,1.27,4.86,8.85,6.29,0
1589.48,1.649524983,4,257.65,23.97,8.89,54.52,21.3,86.59,1.47,3.09,1.4,2.47,0
550.0,1.18907087,1,482.24,38.52,4.91,90.56,42.77,94.11,1.74,4.01,7.12,2.33,1
749.67,1.58423555,3,762.83,31.52,6.81,17.74,42.55,96.51,1.09,3.08,8.58,2.45,0
1433.01,1.387789672,3,646.99,31.51,7.34,64.14,9.14,95.29,1.46,7.06,9.78,7.32,1
1320.0,3.646496468,4,669.14,47.81,10.0,33.11,0.35,96.25,2.13,10.0,7.0,10.0,1
1114.74,1.145477981,3,392.83,22.19,5.03,24.38,1.21,92.41,1.5,4.89,5.2,6.49,1
783.91,1.0,2,1092.25,77.48,2.17,66.68,8.39,85.08,2.35,1.64,3.31,4.57,0
550.0,1.697980915,3,622.44,45.71,7.18,57.65,13.26,96.1,2.68,2.91,6.65,8.58,0
1132.92,1.717983852,4,262.85,33.43,10.0,38.15,14.79,99.66,1.64,8.16,4.32,6.37,1
940.02,2.292306875,2,595.3,17.77,5.49,16.67,9.26,99.9,1.34,2.44,6.77,6.99,0
550.0,1.0,4,496.29,21.44,5.31,71.57,30.91,99.9,1.41,1.28,0.86,3.62,1
1578.36,1.875565541,2,25.03,68.22,6.01,66.93,0.38,88.98,1.79,6.97,6.68,6.8,0
1316.55,2.73641948,2,901.52,33.98,6.81,68.08,11.91,88.3,1.74,5.01,5.92,3.84,1
1384.88,1.0,3,486.84,17.87,7.3,92.69,12.6,97.79,2.05,8.35,6.41,8.06,1
824.72,2.084032692,2,202.39,50.74,8.82,94.81,29.98,83.95,1.39,4.26,7.36,3.55,0
874.22,1.0,3,611.22,37.43,6.88,39.05,19.61,84.23,1.5,3.15,6.66,8.2,0
837.98,1.0,4,526.94,35.55,8.22,41.77,8.11,99.9,1.35,5.79,5.13,2.79,0
708.49,1.448687239,4,937.85,34.27,7.56,41.12,0.51,89.85,1.74,4.11,10.0,8.43,1
1027.64,1.375699895,3,456.62,56.63,4.9,56.55,1.19,95.56,1.81,3.6,3.63,7.59,0
613.32,1.308227858,2,895.23,61.27,4.37,8.04,27.62,92.6,0.69,0.12,9.0,6.82,0
1778.38,2.606368133,3,595.93,61.01,8.09,133.54,27.59,99.9,1.83,5.26,5.76,5.06,1
1883.16,3.399396856,2,84.5,10.83,5.87,48.97,4.14,98.74,1.78,6.63,7.72,7.65,1
583.03,1.0,1,432.66,50.65,2.56,17.21,27.51,84.22,1.03,1.08,4.18,3.67,0
667.46,3.118838607,3,631.97,28.73,9.58,78.37,39.9,94.27,2.11,3.15,4.87,2.75,1
1065.43,2.701915158,2,849.67,8.17,3.29,78.26,33.08,88.8,1.28,0.74,2.55,6.22,1
1158.81,1.0,5,367.32,55.44,8.34,89.44,1.83,97.35,1.74,5.0,6.95,9.4,1
2369.85,1.322640965,3,403.31,22.5,9.32,12.49,6.68,97.11,1.95,7.84,5.35,3.59,1
1550.84,1.0,3,480.93,41.67,4.89,71.79,15.21,92.67,1.54,6.17,2.95,2.92,0
882.35,2.508779318,2,663.78,38.72,6.22,90.68,16.03,91.56,1.84,3.46,2.39,6.29,1
746.57,3.584063214,2,545.5,26.32,7.52,95.02,8.89,94.39,1.24,3.48,7.68,4.69,0
1273.14,1.330867053,3,1115.4,3.1,8.75,12.27,22.07,93.45,1.85,2.29,8.11,5.52,0
1032.22,1.0,4,48.87,3.49,8.48,75.69,25.44,93.82,2.08,3.78,3.98,6.24,1
720.82,1.809550305,2,875.02,33.01,5.59,64.39,18.36,92.89,1.75,5.39,6.61,3.13,0
2034.08,2.472909134,3,230.2,6.35,9.52,20.63,7.33,83.04,0.7,3.99,0.65,4.51,1
1517.06,4.031468858,3,358.89,54.34,6.98,34.09,4.52,99.9,2.19,8.58,5.32,5.18,1
1676.09,3.015888437,2,205.94,36.22,9.76,43.21,5.19,92.69,0.44,6.21,2.09,6.17,1
975.57,1.005480921,2,197.27,44.83,5.7,79.16,4.66,95.97,0.89,4.4,3.0,2.3,0
1412.23,4.6183379,2,827.51,35.62,8.64,55.21,52.57,87.69,1.61,2.78,1.8,5.25,0
2816.76,2.736825799,1,713.65,59.39,2.05,2.73,20.67,96.77,1.44,3.12,1.91,3.46,1
1592.82,2.450304501,3,741.86,62.74,6.09,50.99,0.53,91.67,2.03,5.76,6.64,7.66,1
834.66,1.0,2,422.04,31.59,7.24,86.36,12.31,99.9,1.55,5.67,9.72,5.88,1
1313.46,1.703501317,3,437.19,29.65,9.19,26.6,3.18,90.04,1.33,5.65,7.97,7.86,1
840.88,1.272955428,3,221.11,56.24,4.82,44.96,5.59,91.74,0.95,5.81,4.96,5.34,0
1286.25,2.051681407,2,213.99,54.66,6.07,46.13,19.1,91.85,1.52,7.49,3.02,5.44,0
735.48,1.0,3,812.71,14.21,6.46,33.81,6.29,92.69,1.07,4.38,5.06,4.8,0
1348.73,4.652153243,3,261.46,40.51,9.17,33.57,15.5,91.55,1.07,6.45,9.3,7.38,1
1119.83,3.424566147,3,122.95,46.48,7.15,41.72,0.79,89.64,1.09,9.01,1.43,3.5,1
891.53,2.432076243,3,452.0,41.16,6.81,44.1,12.99,89.85,1.2,4.87,5.81,7.78,0
1318.16,4.38601389,3,785.01,2.85,9.07,43.18,1.5,92.01,1.24,6.77,7.27,7.85,1
550.0,1.848020846,3,393.39,15.7,6.19,43.49,24.47,91.75,1.22,3.08,4.85,5.98,0
853.27,1.0,3,313.58,16.78,6.39,77.79,7.52,99.9,1.48,1.89,3.9,3.93,0
1055.93,1.0,3,629.66,2.53,7.57,86.55,25.5,99.9,0.89,2.51,0.61,5.69,0
550.0,1.507275576,4,260.87,32.95,6.05,0.11,8.0,92.97,1.2,2.75,5.92,4.59,0
1122.06,1.196783186,2,145.52,56.0,4.05,65.31,34.52,97.85,1.77,3.38,6.72,8.68,0
1281.26,1.072052331,3,463.2,21.46,7.14,140.63,21.84,91.81,1.07,4.07,6.71,3.78,0
571.47,2.761838638,4,850.65,30.14,7.64,23.54,23.56,84.7,1.12,3.06,2.34,5.11,1
1066.98,2.775689323,3,697.27,29.02,8.43,84.13,32.0,99.9,2.18,7.17,5.57,3.94,1
641.81,1.753531288,3,26.55,12.78,8.08,45.49,19.24,90.43,1.69,4.32,5.23,6.2,0
1435.79,2.299701651,2,122.81,33.29,5.17,98.86,49.04,94.04,1.64,4.95,0.33,3.63,1
550.0,2.380150571,2,671.47,22.13,6.19,40.23,26.41,91.59,0.66,5.24,9.58,6.09,0
925.5,1.744110584,2,821.07,2.5,7.17,25.04,17.66,88.6,1.41,3.44,6.53,6.51,0
1492.0,5.295942087,3,610.47,17.85,7.26,1.82,7.29,84.79,1.11,10.0,6.87,8.2,1
1005.21,3.849777736,4,327.68,42.2,8.27,34.06,1.16,90.85,0.73,7.21,9.66,8.69,1
1457.4,1.705154649,4,632.63,6.85,7.26,45.37,26.11,98.26,1.05,5.23,7.95,5.52,0
1931.09,3.066609131,5,1132.38,8.75,10.0,6.37,28.01,97.73,1.38,6.76,6.53,9.42,1
1666.59,4.317384667,1,899.5,23.97,9.47,38.74,8.91,99.9,0.96,7.52,2.05,4.77,1
1090.36,2.563796733,4,178.33,10.7,8.53,15.44,11.13,92.35,2.07,2.68,8.96,8.4,1
550.0,3.488118422,4,510.13,36.6,6.35,82.75,17.58,97.2,1.75,5.26,6.01,3.98,1
550.0,2.73432654,3,769.96,46.43,6.41,20.05,12.85,86.24,0.73,3.84,6.04,8.04,0
975.2,2.777436199,3,505.11,16.78,7.15,7.75,23.13,92.96,1.51,5.79,6.99,9.86,1
912.52,4.710547304,2,208.85,14.16,8.44,15.59,7.58,99.46,1.47,2.53,1.09,2.58,0
1558.03,1.636082286,2,572.2,3.78,6.81,29.37,29.67,99.9,1.83,6.07,4.99,5.9,1
550.0,2.952521792,3,675.95,33.55,9.85,81.02,44.36,95.3,1.89,6.58,6.28,9.27,0
550.0,5.166797811,1,565.61,0.54,7.97,19.29,5.05,99.9,1.18,6.88,9.55,5.93,1
838.77,2.29235263,4,292.08,7.86,6.45,129.62,29.37,98.13,1.26,6.52,4.07,7.07,0
1116.57,1.0,3,378.34,65.58,6.3,34.19,25.33,94.32,0.67,1.76,4.11,1.52,0
550.0,2.12827974,4,232.4,38.48,6.9,41.46,25.27,88.69,1.6,2.6,2.82,4.17,0
550.0,2.385506911,2,363.3,13.84,5.61,18.33,21.52,87.84,1.59,4.9,3.23,5.53,0
645.52,1.522775532,1,102.29,29.06,6.4,66.46,11.87,94.6,0.76,3.14,4.92,4.85,0
1860.6,3.584327693,4,554.25,45.16,7.72,41.9,11.43,96.2,1.17,9.59,5.27,5.82,1
1109.92,3.385734939,4,433.56,48.72,7.28,23.01,32.78,99.7,0.98,8.21,9.1,8.44,0
699.29,2.686783066,4,319.61,41.17,7.97,2.53,28.96,98.2,1.7,2.7,3.97,3.23,1
1027.55,1.660534634,1,498.04,20.68,2.7,87.26,29.83,89.89,1.44,0.85,9.72,6.34,0
1233.39,2.485825649,3,1103.46,42.39,5.92,32.33,39.45,91.12,1.89,4.16,9.68,8.4,1
550.0,1.0,4,859.66,53.61,6.23,12.94,32.04,94.7,1.69,0.76,6.42,6.08,0
1771.39,2.568685816,3,839.52,46.83,9.0,35.27,21.34,90.17,2.05,5.74,7.42,8.45,1
1082.47,3.742363,5,428.3,3.82,9.57,4.91,0.14,97.6,1.08,8.78,9.24,7.12,1
1881.78,3.028002152,2,31.56,5.18,10.0,48.85,10.23,93.98,1.07,7.06,4.07,4.4,0
753.72,3.374582379,3,164.54,21.25,8.66,41.83,7.48,87.58,0.71,7.81,6.01,6.5,1
1544.53,1.314622595,4,677.97,2.88,10.0,17.8,13.3,99.9,0.98,5.96,6.33,7.01,1
1117.43,2.398695573,2,546.97,32.53,7.09,42.19,31.63,91.03,1.59,3.7,10.0,6.83,0
1687.73,2.51695277,3,760.11,22.96,8.4,44.3,12.25,95.58,1.24,3.4,5.3,4.66,1
1069.97,3.006836638,5,281.48,14.14,10.0,15.74,8.6,91.46,1.38,7.59,9.64,8.88,0
1486.54,3.402016145,5,590.92,26.56,6.66,31.47,3.2,93.34,1.84,8.1,5.66,10.0,1
1038.6,3.326911585,2,773.0,45.01,5.06,40.42,31.22,86.02,2.44,4.14,3.36,5.89,0
1363.61,2.266842504,3,530.86,11.04,4.88,47.99,23.55,88.48,2.14,2.34,4.47,2.1,0
1048.11,2.524543313,3,345.78,13.03,5.91,26.79,6.58,92.34,1.68,4.34,6.69,6.21,0
1469.8,3.000279792,2,516.4,29.53,9.25,25.07,23.8,99.9,1.06,9.02,7.47,8.18,1
550.0,1.249857823,1,181.32,44.77,3.23,73.07,32.73,91.72,2.56,2.01,7.22,4.31,1
1534.67,1.730158142,6,466.55,28.15,8.71,32.77,11.68,89.08,0.97,6.49,5.58,8.03,0
1569.6,1.480978978,3,162.21,7.71,8.69,11.62,27.94,91.87,1.36,3.38,3.87,5.68,1
550.0,1.138436229,3,687.41,30.2,4.66,29.25,29.36,90.49,1.79,2.08,7.48,6.71,0
998.18,2.025042343,5,358.05,4.74,6.82,79.88,4.86,83.21,1.79,5.07,5.78,7.13,0
550.0,2.524160228,3,598.72,4.43,8.58,6.9,35.99,84.48,1.41,6.63,5.61,5.68,0
1273.23,3.155295744,3,351.19,23.78,6.77,41.57,22.23,90.11,1.55,4.0,5.93,5.39,1
645.31,3.831097406,4,554.56,39.0,8.88,26.36,5.85,90.34,1.34,6.64,9.56,7.84,1
1231.59,1.624223963,4,918.28,19.61,10.0,79.42,14.76,94.1,0.87,5.37,6.3,6.69,1
1913.1,1.507839736,4,529.67,42.71,8.88,54.32,11.06,96.54,0.23,8.91,0.34,5.64,1
550.0,1.090923596,3,795.81,39.14,5.61,22.71,13.16,87.84,1.28,1.08,9.87,6.56,0
1563.58,1.606787206,3,724.0,24.61,7.8,60.85,16.08,93.64,0.72,5.93,3.75,5.86,1
930.21,2.15092336,2,566.0,40.66,4.14,34.76,26.76,94.9,1.6,5.51,5.03,6.49,0
1116.57,2.630734238,3,55.32,60.8,6.45,60.82,24.39,88.39,1.92,4.08,10.0,9.16,1
550.0,1.164436471,1,57.27,17.7,5.66,36.95,12.82,92.44,1.78,3.07,4.87,2.89,0
1175.28,1.0,4,557.65,16.35,6.96,39.81,39.11,96.11,1.13,6.8,10.0,9.02,1
1431.14,2.409877226,5,642.51,52.27,5.79,54.06,5.18,91.51,1.46,4.44,4.78,6.07,1
1093.37,3.634401002,3,640.98,51.03,5.49,44.31,17.41,99.9,1.23,7.08,7.22,5.81,0
1666.63,1.866804699,1,381.49,7.24,1.35,8.82,32.72,98.31,1.41,3.07,8.47,5.77,0
1502.44,3.210569154,5,1045.11,42.74,9.04,52.0,16.11,99.9,1.57,7.85,7.72,6.62,1
1098.04,1.0,3,734.54,31.86,8.11,52.24,2.07,91.29,2.01,1.55,9.79,8.82,0
765.5,4.302962589,3,236.65,40.87,6.43,18.81,20.06,88.26,1.89,5.43,4.74,8.41,1
933.75,2.205155307,4,918.93,33.12,10.0,50.43,5.23,94.39,1.58,7.11,8.33,6.48,1
550.0,2.95920506,4,18.9,12.95,5.71,95.32,34.3,93.61,1.14,4.65,6.48,5.88,0
600.31,1.0,2,142.87,38.31,8.25,36.76,40.1,93.14,1.95,0.78,5.17,4.67,0
550.0,1.221072548,3,778.8,0.45,5.58,49.95,28.63,99.9,0.88,2.27,8.11,6.47,0
550.0,1.0,4,696.13,14.58,9.59,43.23,42.41,91.0,2.56,5.21,5.29,2.24,0
1448.19,2.582738587,3,959.64,24.53,10.0,45.9,4.28,91.38,2.41,5.85,10.0,2.81,1
1162.7,1.027098979,3,749.35,30.6,4.35,44.31,36.35,99.71,2.48,5.43,7.35,4.67,0
1002.74,1.623254392,1,81.65,43.42,6.23,87.01,29.88,99.9,1.7,3.11,2.25,2.65,0
1599.49,2.782334892,1,726.01,10.54,6.77,8.76,22.26,92.76,0.72,6.86,4.07,5.03,1
1463.33,1.667868234,3,293.14,40.32,4.25,93.99,33.6,93.25,1.79,2.09,9.17,7.39,0
1704.06,2.801518337,2,820.04,32.74,7.75,23.24,15.83,93.86,0.77,3.86,4.91,5.87,1
1831.13,4.003481479,4,653.65,36.81,9.51,1.77,8.54,97.13,1.11,8.64,6.21,4.62,1
1329.87,1.265437832,2,87.85,23.7,5.59,47.96,29.66,99.9,2.36,6.29,5.97,3.37,0
1372.58,1.544609601,4,516.07,2.82,9.14,20.34,24.55,99.25,1.25,6.37,5.66,8.57,1
1055.58,2.438118551,3,276.43,49.74,7.96,53.76,32.61,90.52,1.64,7.69,5.88,4.6,1
1124.78,1.601573288,3,301.6,6.05,7.71,6.84,3.23,98.24,0.97,6.5,5.81,7.86,1
1487.0,1.0,4,806.68,31.53,8.98,35.92,3.82,94.64,1.95,6.42,8.54,8.74,1
550.0,2.307221005,4,814.66,17.2,4.71,132.41,11.99,91.31,1.35,2.58,9.54,6.59,1
1396.47,2.717135803,3,989.85,1.44,6.41,111.41,15.64,97.34,1.63,5.73,1.12,0.89,1
550.0,1.0,4,847.47,11.16,7.54,69.35,13.86,98.0,1.06,4.2,7.73,6.16,0
1211.19,1.0,4,391.27,50.28,8.29,6.11,19.9,90.83,1.46,3.67,9.48,6.9,0
550.0,2.58307821,3,389.02,29.16,8.34,62.75,1.27,91.96,2.2,4.37,6.38,6.44,0
